Project,Antipattern,File,Line from,Line to,Comment
boogiespook/waltz-test,Implicit Columns,waltz-jobs/src/main/java/com/khartec/waltz/jobs/sample/PhysicalFlowGenerator.java,63,63,TABLE.fields()
boogiespook/waltz-test,Implicit Columns,waltz-jobs/src/main/java/com/khartec/waltz/jobs/sample/SurveyRunGenerator.java,100,100,selectFrom(
boogiespook/waltz-test,Implicit Columns,waltz-jobs/src/main/java/com/khartec/waltz/jobs/tools/importers/ScenarioRatingImporter.java,73,73,select().from(
boogiespook/waltz-test,Implicit Columns,waltz-web/src/main/java/com/khartec/waltz/web/endpoints/extracts/AttestationExtractor.java,73,73,TABLE.fields()
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AccessLog.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AccessLog.java,81,81,Should be non-nullable
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Actor.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Actor.java,81,81,Should be non-nullable
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Application.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Application.java,71,71,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Application.java,76,76,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Application.java,91,91,viide organisational_unit tabeli primaarvõtmele
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Application.java,106,106,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ApplicationGroup.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ApplicationGroupEntry.java,65,65,viide application tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AssessmentDefinition.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AssessmentRating.java,60,65,entity_kind + entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AssessmentRating.java,70,70,viide assessment_definition tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Attestation_1_11.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Attestation_1_11.java,66,71,parent_entity_kind + parent_entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationInstance.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationInstance.java,66,66,viide attestation_run tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationInstance.java,71,76,parent_entity_kind + parent_entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationInstanceRecipient.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationInstanceRecipient.java,65,65,viide attestation_instance tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationRun.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationRun.java,81,81,selector_entity_kind + selector_entity_id
boogiespook/waltz-test,Jaywalking,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationRun.java,96,96,involvement_kind_ids
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AttestationRun.java,116,121,attested_entity_kind + attested_entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AuthoritativeSource.java,60,60,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AuthoritativeSource.java,65,75,parent_kind + parent_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/AuthoritativeSource.java,80,80,viide application tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Bookmark.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Bookmark.java,66,66,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Bookmark.java,71,71,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Bookmark.java,81,81,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Bookmark.java,86,91,parent_kind + parent_id
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Bookmark.java,101,101,Puuduv kuupäev tähistatud null timestampiga
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeInitiative.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeInitiative.java,65,65,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeInitiative.java,65,65,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeInitiative.java,115,115,viide organisational_unit tabeli primaarvõtmele
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeInitiative.java,115,115,"vaikeväärtus number 0, mis teeb võõrvõtme vigaseks"
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeLog.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ChangeLog.java,66,71,parent_kind + parent_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ComplexityScore.java,60,65,entity_kind + entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DatabaseInformation.java,61,61,createField(“id”
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DataType.java,74,74,createField(“id” + alternatiivne ID olemas
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DataType.java,79,79,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DataType.java,79,79,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DataTypeUsage.java,59,64,entity_kind + entity_id
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DataTypeUsage.java,74,74,Puuduv väärtus tähistatud tühja sõnega
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DataTypeUsage.java,89,89,viide data_type tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DrillGridDefinition.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DrillGridDefinition.java,71,76,x_entity_kind + x_entity_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/DrillGridDefinition.java,81,86,y_entity_kind + y_entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EndUserApplication.java,57,57,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EndUserApplication.java,87,87,viide organisational_unit tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityAlias.java,59,59,createField(“id”
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityEnumDefinition.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityEnumValue.java,54,54,viide entity_enum_definition tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityEnumValue.java,59,64,entity_kind + entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityHierarchy.java,62,62,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityHierarchy.java,57,62,kind + id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityNamedNote.java,60,65,entity_kind + entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityNamedNote.java,70,70,viide entity_named_note_type tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityNamedNoteType.java,60,60,createField(“id”
boogiespook/waltz-test,Jaywalking,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityNamedNoteType.java,65,65,applicable_entity_kinds
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityRelationship.java,60,65,kind_a + id_a
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityRelationship.java,70,75,kind_b + id_b
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityStatisticDefinition.java,99,99,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityStatisticDefinition.java,99,99,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityStatisticDefinition.java,104,104,createField(“id”
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityStatisticValue.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityStatisticValue.java,66,66,viide entity_statistic_definition tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityStatisticValue.java,71,76,entity_kind + entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntitySvgDiagram.java,60,60,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntitySvgDiagram.java,65,70,entity_kind + entity_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityTag.java,60,65,entity_kind + entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityWorkflowDefinition.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityWorkflowState.java,54,54,viide entity_workflow_definition tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityWorkflowState.java,59,64,entity_kind + entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityWorkflowTransition.java,54,54,viide entity_workflow_definition tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/EntityWorkflowTransition.java,59,64,entity_kind + entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/FlowDiagram.java,62,62,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/FlowDiagramAnnotation.java,64,64,viide flow_diagram tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/FlowDiagramAnnotation.java,69,74,entity_kind + entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/FlowDiagramEntity.java,59,59,viide flow_diagram tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/FlowDiagramEntity.java,64,69,entity_kind + entity_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Involvement.java,57,62,entity_kind + entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Involvement.java,77,77,viide involvement_kind tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/InvolvementKind.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/InvolvementKind.java,76,76,Should be non-nullable
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/LogicalDataElement.java,60,60,createField(“id”
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/LogicalFlow.java,86,86,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/LogicalFlow.java,61,66,source_entity_kind + source_entity_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/LogicalFlow.java,71,76,target_entity_kind + target_entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/LogicalFlowDecorator.java,60,60,viide logical_flow tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/LogicalFlowDecorator.java,65,70,decorator_entity_kind + decorator_entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Measurable.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Measurable.java,66,66,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Measurable.java,66,66,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Measurable.java,76,76,viide measurable_category tabeli primaarvõtmele
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Measurable.java,96,96,Should be non-nullable
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/MeasurableCategory.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/MeasurableCategory.java,81,81,Should be non-nullable
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/MeasurableRating.java,61,66,entity_kind + entity_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/MeasurableRating.java,71,71,viide measurable tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/OrganisationalUnit.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/OrganisationalUnit.java,75,75,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/OrganisationalUnit.java,75,75,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,60,60,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,80,80,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,85,85,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,95,95,"Viide iseenda employee_id väljale, mis pole primaarvõti"
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,95,95,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,100,100,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,105,105,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,110,110,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Person.java,115,115,viide organisational_unit tabeli primaarvõtmele
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PersonHierarchy.java,69,69,Puuduv väärtus tähistatud “võimatult suure” väärtusega
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PerspectiveDefinition.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PerspectiveDefinition.java,85,85,viide rating_scheme tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PerspectiveRating.java,60,65,entity_kind + entity_id
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PerspectiveRating.java,75,75,Should be non-nullable
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalFlow.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalFlow.java,66,66,viide physical_specification tabeli primaarvõtmele
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalFlow.java,106,106,viide logical_flow tabeli primaarvõtmele
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalFlow.java,111,111,viide physical_spec_defn tabeli primaarvõtmele
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDataType.java,60,60,viide physical_specification tabeli primaarvõtmele
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDataType.java,65,65,viide data_type tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefn.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefn.java,66,66,viide physical_specification tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefnField.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefnField.java,66,66,viide physical_spec_defn tabeli primaarvõtmele
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefnField.java,101,101,viide logical_data_element tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefnSampleFile.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecDefnSampleFile.java,65,65,viide physical_spec_defn tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecification.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/PhysicalSpecification.java,66,96,owning_entity_kind + owning_entity_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Process.java,52,52,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Process.java,57,57,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Naive Trees,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Process.java,57,57,"Viide iseenda primaarvõtmele, puustruktuur"
boogiespook/waltz-test,Metadata Tribbles,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Process.java,67,77,Väärtused mitme erineva “taseme” kohta
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/RatingScheme.java,60,60,createField(“id”
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/RatingSchemeItem.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/RatingSchemeItem.java,65,65,viide rating_scheme tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Roadmap.java,61,61,createField(“id”
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Roadmap.java,76,86,row_type_kind + row_type_id
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Roadmap.java,81,81,viide rating_scheme tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Roadmap.java,91,96,column_type_kind + column_type_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Scenario.java,62,62,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/Scenario.java,82,82,viide roadmap tabeli primaarvõtmele
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioAxisItem.java,60,60,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioAxisItem.java,70,70,viide scenario tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioAxisItem.java,80,85,domain_item_kind + domain_item_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioRatingItem.java,61,61,createField(“id”
boogiespook/waltz-test,Keyless Entry,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioRatingItem.java,66,66,viide scenario tabeli primaarvõtmele
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioRatingItem.java,76,81,domain_item_kind + domain_item_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioRatingItem.java,86,91,row_kind + row_id
boogiespook/waltz-test,Polymorphic Associations,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ScenarioRatingItem.java,96,101,column_kind + column_id
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ServerInformation.java,61,61,createField(“id”
boogiespook/waltz-test,Beware of the Unknown,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/ServerInformation.java,101,101,Rakendus kohtleb välja mitte-nullitavana (vaikeväärtus rakenduse tasandil)
boogiespook/waltz-test,ID Required,waltz-schema/target/generated-sources/jooq/com/khartec/waltz/schema/tables/SoftwarePackage.java,60,60,createField(“id”
