Project,Antipattern,File,Line from,Line to,Comment
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,123,123,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,142,142,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,162,162,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo09DAOs.java,25,25,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo09DAOs.java,50,50,dao.fetchByActorId(
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo13Reactive.java,53,53,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo14Mocking.java,52,52,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo14Mocking.java,58,58,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo14Mocking.java,112,112,SELECT * SQL kujul
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,46,46,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,59,59,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,72,72,selectFrom(
jOOQ/demo,Fear of the Unknown,jOOQ-demo-oss/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,74,74,intentionally supplying null to equality comparison
jOOQ/demo,Fear of the Unknown,jOOQ-demo-pro/jOOQ-demo-java/src/main/java/org/jooq/demo/java/db/tables/Customer.java,115,115,Should be non-nullable
jOOQ/demo,Fear of the Unknown,jOOQ-demo-pro/jOOQ-demo-java/src/main/java/org/jooq/demo/java/db/tables/Film.java,126,126,Should be non-nullable
jOOQ/demo,31 Flavors,jOOQ-demo-pro/jOOQ-demo-java/src/main/java/org/jooq/demo/java/db/tables/Film.java,126,126,asEnumDataType
jOOQ/demo,31 Flavors,jOOQ-demo-pro/jOOQ-demo-java/src/main/java/org/jooq/demo/java/db/tables/FilmList.java,84,84,asEnumDataType
jOOQ/demo,31 Flavors,jOOQ-demo-pro/jOOQ-demo-java/src/main/java/org/jooq/demo/java/db/tables/NicerButSlowerFilmList.java,84,84,asEnumDataType
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo01Querying.java,118,118,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo01Querying.java,349,349,select(TABLE) + implicit joini kõik veerud
jOOQ/demo,Poor Man’s Search Engine,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo03Functions.java,66,66,like(‘%’ … ‘%’)
jOOQ/demo,Poor Man’s Search Engine,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo03Functions.java,92,92,like(‘%’ … ‘%’)
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo04DML.java,35,35,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,32,32,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,48,48,fetchOne
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,56,56,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,83,83,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,91,91,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,101,101,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,130,130,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo06Transactions.java,141,141,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,54,54,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,85,85,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,112,112,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,123,123,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,142,142,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo08ImportExportAndMore.java,162,162,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo09DAOs.java,25,25,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo09DAOs.java,50,50,dao.fetchByActorId(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo12StoredProcedures.java,73,73,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo13Reactive.java,53,53,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo14Mocking.java,52,52,fetch
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo14Mocking.java,58,58,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo14Mocking.java,112,112,SELECT * SQL kujul
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,46,46,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,59,59,selectFrom(
jOOQ/demo,Implicit Columns,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,72,72,selectFrom(
jOOQ/demo,Fear of the Unknown,jOOQ-demo-pro/jOOQ-demo-java/src/test/java/org/jooq/demo/java/Demo16Diagnostics.java,74,74,intentionally supplying null to equality comparison
kamil-sita/labelle,Poor Man’s Search Engine,core-common/src/main/java/place/sita/labelle/datasource/impl/jooq/binding/JooqFilteringVisitor.java,116,116,LIKE tundmatu sisendiga
kamil-sita/labelle,Implicit Columns,core/src/main/java/place/sita/labelle/core/repository/inrepository/image/replication/ImageReplication.java,129,129,selectFrom(
kamil-sita/labelle,Implicit Columns,core/src/main/java/place/sita/labelle/core/repository/inrepository/image/replication/ImageReplication.java,157,157,selectFrom(
kamil-sita/labelle,Implicit Columns,core/src/main/java/place/sita/labelle/core/repository/inrepository/image/replication/ImageReplication.java,196,196,selectFrom(
kamil-sita/labelle,Poor Man’s Search Engine,core/src/main/java/place/sita/labelle/extensions/tag/suggestions/TagSuggestions.java,28,28,likeIgnoreCase(% … %)
kamil-sita/labelle,Poor Man’s Search Engine,core/src/main/java/place/sita/labelle/extensions/tag/suggestions/TagSuggestions.java,29,29,likeIgnoreCase(% … %)
kamil-sita/labelle,Poor Man’s Search Engine,core/src/main/java/place/sita/labelle/extensions/tag/suggestions/TagSuggestions.java,43,43,likeIgnoreCase(% … %)
kamil-sita/labelle,Poor Man’s Search Engine,core/src/main/java/place/sita/labelle/extensions/tag/suggestions/TagSuggestions.java,44,44,likeIgnoreCase(% … %)
kamil-sita/labelle,31 Flavors,db-codegen/src/main/java/place/sita/labelle/jooq/tables/EffectiveHistoricConfiguration.java,68,68,asEnumDataType
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/Image.java,64,64,"createField(DSL.name(""id"")"
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/ImageFile.java,54,54,"createField(DSL.name(""id"")"
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/ImageResolvable.java,54,54,"createField(DSL.name(""id"")"
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/Repository.java,52,52,"createField(DSL.name(""id"")"
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/Root.java,52,52,"createField(DSL.name(""id"")"
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/Tag.java,59,59,"createField(DSL.name(""id"")"
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/Task.java,56,56,"createField(DSL.name(""id"")"
kamil-sita/labelle,31 Flavors,db-codegen/src/main/java/place/sita/labelle/jooq/tables/Task.java,71,71,asEnumDataType
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/TaskExecution.java,56,56,"createField(DSL.name(""id"")"
kamil-sita/labelle,31 Flavors,db-codegen/src/main/java/place/sita/labelle/jooq/tables/TaskExecution.java,71,71,asEnumDataType
kamil-sita/labelle,ID Required,db-codegen/src/main/java/place/sita/labelle/jooq/tables/TaskType.java,52,52,"createField(DSL.name(""id"")"
kryakobess/TinkoffBackendCourse,ID Required,scrapper/src/main/ru/tinkoff/edu/java/scrapper/domains/jooq/tables/LinkSubscription.java,72,72,"createField(DSL.name(""id"") suured tähed"
kryakobess/TinkoffBackendCourse,ID Required,scrapper/src/main/ru/tinkoff/edu/java/scrapper/domains/jooq/tables/TgUser.java,71,71,"createField(DSL.name(""id"") suured tähed"
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,29,29,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,35,35,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,41,41,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,54,54,returning
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,63,63,returning
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,72,72,returning
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqLinkRepository.java,79,79,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqTelegramUserRepository.java,30,30,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqTelegramUserRepository.java,39,39,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqTelegramUserRepository.java,48,48,select
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqTelegramUserRepository.java,59,59,returning
kryakobess/TinkoffBackendCourse,Implicit Columns,scrapper/src/main/ru/tinkoff/edu/java/scrapper/Repositories/jooq/JooqTelegramUserRepository.java,68,68,returning
matuolis/vehicle-marketplace-be,ID Required,src/main/java/org/example/generated/jooq/tables/Categories.java,60,60,"createField(DSL.name(""id"")"
matuolis/vehicle-marketplace-be,ID Required,src/main/java/org/example/generated/jooq/tables/Comments.java,60,60,"createField(DSL.name(""id"")"
matuolis/vehicle-marketplace-be,Keyless Entry,src/main/java/org/example/generated/jooq/tables/Comments.java,71,71,Viide posts tabeli primaarvõtmele
matuolis/vehicle-marketplace-be,Keyless Entry,src/main/java/org/example/generated/jooq/tables/Comments.java,82,82,Viide users tabeli primaarvõtmele
matuolis/vehicle-marketplace-be,ID Required,src/main/java/org/example/generated/jooq/tables/Posts.java,60,60,"createField(DSL.name(""id"")"
matuolis/vehicle-marketplace-be,Keyless Entry,src/main/java/org/example/generated/jooq/tables/Posts.java,71,71,Viide categories tabeli primaarvõtmele
matuolis/vehicle-marketplace-be,Keyless Entry,src/main/java/org/example/generated/jooq/tables/Posts.java,82,82,Viide users tabeli primaarvõtmele
matuolis/vehicle-marketplace-be,Rounding Errors,src/main/java/org/example/generated/jooq/tables/Posts.java,107,107,"“mileage”, mitte-teaduslik kaugusühik"
matuolis/vehicle-marketplace-be,Rounding Errors,src/main/java/org/example/generated/jooq/tables/Posts.java,112,112,rahaline väärtus
matuolis/vehicle-marketplace-be,ID Required,src/main/java/org/example/generated/jooq/tables/Users.java,60,60,"createField(DSL.name(""id"")"
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresCategoryGateway.java,29,29,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresCategoryGateway.java,39,39,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresCommentGateway.java,25,25,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresCommentGateway.java,31,31,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresCommentGateway.java,38,38,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresPostGateway.java,28,28,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresPostGateway.java,34,34,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresPostGateway.java,41,41,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresPostGateway.java,48,48,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresUserGateway.java,27,27,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresUserGateway.java,33,33,selectFrom(
matuolis/vehicle-marketplace-be,Implicit Columns,src/main/java/org/example/gateway/postgres/PostgresUserGateway.java,86,86,selectFrom(
Ne1loff/OnboardingPlatform,ID Required,src/main/java/com/example/onboardingservice/jooq/tables/Scenario.java,43,43,"createField(DSL.name(""id"")"
Ne1loff/OnboardingPlatform,ID Required,src/main/java/com/example/onboardingservice/jooq/tables/ScenarioNotification.java,44,44,"createField(DSL.name(""id"")"
Ne1loff/OnboardingPlatform,ID Required,src/main/java/com/example/onboardingservice/jooq/tables/ScenarioRouteDefinition.java,63,63,"createField(DSL.name(""id"")"
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/scenaries/service/ScenariosManagerImpl.java,58,58,dao.findAll()
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/scenaries/service/ScenariosManagerImpl.java,65,65,dao.findOptionalById(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/scenaries/service/ScenariosManagerImpl.java,73,73,dao.findOptionalById(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/scenaries/service/ScenariosServiceImpl.java,78,78,selectFrom(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/scenaries/service/ScenariosServiceImpl.java,147,147,selectFrom(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/scenaries/service/ScenariosServiceImpl.java,178,178,selectFrom(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/DocumentsServiceImpl.java,49,49,dao.findAll()
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/DocumentsServiceImpl.java,56,56,dao.findOptionalByKey(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/DocumentsServiceImpl.java,63,63,dao.fetch(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/DocumentsServiceImpl.java,111,111,dao.fetch(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/HrsServiceImpl.java,19,19,dao.findAll()
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/NotificationsServiceImpl.java,50,50,dao.findOptionalById(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/NotificationsServiceImpl.java,70,70,selectFrom(
Ne1loff/OnboardingPlatform,Implicit Columns,src/main/java/com/example/onboardingservice/service/NotificationsServiceImpl.java,82,82,dao.fetchByStatus(
NevinTure/java-course-2024,ID Required,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/GitRepository.java,61,61,"createField(DSL.name(""id"")"
NevinTure/java-course-2024,ID Required,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/Link.java,60,60,"createField(DSL.name(""id"")"
NevinTure/java-course-2024,ID Required,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/StackoverflowQuestion.java,61,61,"createField(DSL.name(""id"")"
NevinTure/java-course-2024,Fear of the Unknown,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/StackoverflowQuestion.java,86,86,Should be non-nullable
NevinTure/java-course-2024,ID Required,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/TgChat.java,58,58,"createField(DSL.name(""id"")"
NevinTure/java-course-2024,31 Flavors,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/TgChat.java,63,63,SQLDataType.VARCHAR.asEnumDataType
NevinTure/java-course-2024,Fear of the Unknown,scrapper/src/main/java/edu/java/scrapper/model/jooq/tables/TgChat.java,63,63,Should be non-nullable
NevinTure/java-course-2024,Implicit Columns,scrapper/src/main/java/edu/java/scrapper/repositories/jooq/JooqChatLinkRepository.java,55,55,select().from(
NevinTure/java-course-2024,Implicit Columns,scrapper/src/main/java/edu/java/scrapper/repositories/jooq/JooqChatRepository.java,56,56,select().from(
NevinTure/java-course-2024,Implicit Columns,scrapper/src/main/java/edu/java/scrapper/repositories/jooq/JooqLinkRepository.java,32,32,select().from(
NevinTure/java-course-2024,Implicit Columns,scrapper/src/main/java/edu/java/scrapper/repositories/jooq/JooqLinkRepository.java,42,42,select().from(
NevinTure/java-course-2024,Implicit Columns,scrapper/src/main/java/edu/java/scrapper/repositories/jooq/JooqLinkRepository.java,55,55,select().from(
NevinTure/java-course-2024,Implicit Columns,scrapper/src/main/java/edu/java/scrapper/repositories/jooq/JooqLinkRepository.java,65,65,select().from(
ProstaOlga/prostaBot,ID Required,src/main/java/com/inventory/prosta/bot/jooq/tables/AccountChat.java,54,54,"createField(DSL.name(""id"") "
ProstaOlga/prostaBot,ID Required,src/main/java/com/inventory/prosta/bot/jooq/tables/Media.java,52,52,"createField(DSL.name(""id"") "
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/AccountRepo.java,54,54,DAO.findById
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/AccountRepo.java,64,64,select().from(
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/AccountRepo.java,82,82,select().from(
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/AccountRepo.java,90,90,select(fields()
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/ChatRepo.java,37,37,DAO.findById
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/ChatRepo.java,45,45,select().from(
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/ChatRepo.java,52,52,select().from(
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/ChatRepo.java,59,59,select(fields()
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/MediaRepo.java,48,48,select(fields()
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/MediaRepo.java,64,64,select(fields()
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/MediaRepo.java,84,84,select().from(
ProstaOlga/prostaBot,Implicit Columns,src/main/java/com/inventory/prosta/bot/repository/MediaRepo.java,96,96,select().from(
ralscha/webauthn-demo,ID Required,server/src/main/java/ch/rasc/webauthn/db/tables/AppUser.java,62,63,"createField(DSL.name(""id"")"
ralscha/webauthn-demo,ID Required,server/src/main/java/ch/rasc/webauthn/db/tables/Credentials.java,62,63,"createField(DSL.name(""id"")"
ralscha/webauthn-demo,Implicit Columns,server/src/main/java/ch/rasc/webauthn/security/AuthController.java,279,279,TABLE.asterisk()
snhr-1019/task-app-example,ID Required,backend/task-app-infrastructure-rdb/src/main/java/gen/jooq/taskapp/tables/Tasks.java,56,56,"createField(DSL.name(""id"")"
snhr-1019/task-app-example,Keyless Entry,backend/task-app-infrastructure-rdb/src/main/java/gen/jooq/taskapp/tables/Tasks.java,61,61,Viide users tabeli primaarvõtmele
snhr-1019/task-app-example,ID Required,backend/task-app-infrastructure-rdb/src/main/java/gen/jooq/taskapp/tables/Users.java,56,56,"createField(DSL.name(""id"")"
snhr-1019/task-app-example,Implicit Columns,backend/task-app-infrastructure/src/main/java/com/example/taskapp/infrastructure/TaskRepositoryImpl.java,26,26,select().from(
snhr-1019/task-app-example,Implicit Columns,backend/task-app-infrastructure/src/main/java/com/example/taskapp/infrastructure/TaskRepositoryImpl.java,36,36,select().from(
snhr-1019/task-app-example,Implicit Columns,backend/task-app-infrastructure/src/main/java/com/example/taskapp/infrastructure/UserRepositoryImpl.java,22,22,select().from(
snhr-1019/task-app-example,Implicit Columns,backend/task-app-infrastructure/src/test/java/com/example/taskapp/infrastructure/TaskRepositoryImplTest.java,87,87,select().from(
